患者	1.4950823109183362
结肠癌	1.2860850311933705
预测	1.2511048783730028
研究	1.181208248656736
分期	1.1492340294917323
化疗	1.138626022650635
tnm	1.1330938813909381
接受	1.1227419331105286
预后	1.0904995807021656
生存期	1.0885285377162988
模型	1.032394761116868
进行	0.9829851830603138
临床	0.9121501388909485
特征	0.8880807621649366
发现	0.8814020640381508
联合	0.8610981319417641
增加	0.8572504744306038
分析	0.8315071513160508
病理	0.8019819631507495
多变量	0.7986293279759933
辅助	0.7491599874211848
分子	0.74497844629806
标记	0.74497844629806
队列	0.7228621139036306
包括	0.6672542434492432
iii期	0.6347062287085223
ii期	0.6347062287085223
msi	0.6346676373616587
基因突变	0.6346676373616587
系统	0.6004445975891676
纳入	0.5825191980816082
一致性	0.5502795092507682
指数	0.5502795092507682
特别	0.5450362107991048
65	0.5311579310663566
分别	0.5311579310663566
brafv600e	0.47927668333085616
状态	0.47927668333085616
以及	0.46495824827757026
治疗	0.46495824827757026
kras	0.4637582825261596
可以	0.4637582825261596
通过	0.46106638520410914
临床试验	0.449661026682894
注释	0.4484404553808839
auc	0.4466626669754543
疾病	0.44166816802745645
不同	0.4378188648592526
肿瘤	0.4227590761099706
lns	0.40615211613287117
数目	0.40615211613287117
验证	0.4046941119854668
63	0.34099322230765833
66	0.34099322230765833
71	0.34099322230765833
73	0.34099322230765833
74	0.34099322230765833
准确性	0.3357930619795986
而且	0.3357930619795986
需要	0.3357930619795986
一般	0.2948794911485365
不能	0.2948794911485365
但是	0.2948794911485365
国外	0.2948794911485365
完全	0.2948794911485365
按照	0.2948794911485365
部分	0.2948794911485365
阶梯	0.2948794911485365
1080	0.28787040160185573
949	0.28787040160185573
或者	0.28787040160185573
没有	0.28787040160185573
61	0.28630040505767573
68	0.28630040505767573
concordance	0.28630040505767573
indices	0.28630040505767573
单纯	0.28630040505767573
变量	0.28630040505767573
所有	0.28630040505767573
50	0.2855234434871185
90	0.2855234434871185
不太能	0.2855234434871185
他们	0.2855234434871185
地区	0.2855234434871185
明确	0.2855234434871185
tmn	0.2745915722532637
仍然	0.2745915722532637
做出	0.2745915722532637
因素	0.2745915722532637
根据	0.2745915722532637
独立	0.2745915722532637
观察	0.2745915722532637
因此	0.27176206102591255
提高	0.27176206102591255
精确	0.27176206102591255
能力	0.27176206102591255
10	0.2645026751066168
25	0.2645026751066168
r2	0.2645026751066168
平均值	0.2645026751066168
方差	0.2645026751066168
比例	0.2645026751066168
相对	0.2645026751066168
不断完善	0.26109204606462993
划分	0.26109204606462993
恶性	0.26109204606462993
恶性肿瘤	0.26109204606462993
方面	0.26109204606462993
程度	0.26109204606462993
越差	0.26109204606462993
越高	0.26109204606462993
braf	0.25690130073117606
不稳定性	0.25690130073117606
大程度	0.25690130073117606
微卫星	0.25690130073117606
改善	0.25690130073117606
病理学	0.25690130073117606
评估	0.25690130073117606
诠释	0.25690130073117606
详细	0.25690130073117606
annals	0.24601827189600917
of	0.24601827189600917
oncology	0.24601827189600917
一项	0.24601827189600917
发表	0.24601827189600917
回顾性	0.24601827189600917
基础	0.24601827189600917
杂志	0.24601827189600917
标志物	0.24601827189600917
汇集	0.24601827189600917
清楚	0.24601827189600917
目前	0.24601827189600917
近期	0.24601827189600917
3016	0.24463590099984192
3期	0.24463590099984192
n0147	0.24463590099984192
nct00026273	0.24463590099984192
nct00079274	0.24463590099984192
petacc3	0.24463590099984192
亚组	0.24463590099984192
产生	0.24463590099984192
人员	0.24463590099984192
利用	0.24463590099984192
插补后	0.24463590099984192
数据	0.24463590099984192
缺失	0.24463590099984192
试验	0.24463590099984192
随机	0.24463590099984192
单药	0.2421608665669062
周围神经	0.2421608665669062
奥沙利铂	0.2421608665669062
并未	0.2421608665669062
梗阻	0.2421608665669062
氟尿嘧啶	0.2421608665669062
浸润	0.2421608665669062
淋巴管	0.2421608665669062
直接	0.2421608665669062
穿孔	0.2421608665669062
肠道	0.2421608665669062
1499	0.23800155863904213
cox	0.23800155863904213
一个	0.23800155863904213
人群	0.23800155863904213
内部	0.23800155863904213
剩余	0.23800155863904213
外部	0.23800155863904213
并且	0.23800155863904213
构建	0.23800155863904213
样本	0.23800155863904213
聚集	0.23800155863904213
随后	0.23800155863904213
64	0.22333133348772716
67	0.22333133348772716
依赖	0.22333133348772716
值为	0.22333133348772716
单独	0.22333133348772716
完整	0.22333133348772716
时间	0.22333133348772716
综合	0.22333133348772716
位置	0.22083408401372823
分级	0.22083408401372823
原发	0.22083408401372823
已知	0.22083408401372823
年龄	0.22083408401372823
影响	0.22083408401372823
性别	0.22083408401372823
检查	0.22083408401372823
此外	0.22083408401372823
淋巴结	0.22083408401372823
生存	0.22083408401372823
阳性	0.22083408401372823
